Unnamed: 0,car_name,brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price
4616,Maruti Wagon R,Maruti,Wagon R,5,15680,Dealer,Petrol,Automatic,20.51,998,67.04,5,451000
2183,Maruti Swift,Maruti,Swift,5,60000,Dealer,Diesel,Manual,28.4,1248,74.0,5,590000
11103,Ford Figo,Ford,Figo,9,80000,Individual,Diesel,Manual,20.0,1399,68.0,5,180000
10449,Maruti Swift,Maruti,Swift,7,85392,Dealer,Diesel,Manual,28.4,1248,74.0,5,450000
4654,Renault KWID,Renault,KWID,3,50000,Individual,Petrol,Manual,25.17,799,53.3,5,350000
15361,Hyundai Grand,Hyundai,Grand,4,140000,Individual,Petrol,Manual,18.9,1197,81.86,5,380000
13402,Maruti Vitara,Maruti,Vitara,3,40000,Individual,Diesel,Manual,24.3,1248,88.5,5,645000
18767,Skoda Superb,Skoda,Superb,9,81131,Dealer,Diesel,Manual,17.2,1968,138.1,5,630000
10421,Honda City,Honda,City,4,35000,Individual,Petrol,Manual,17.4,1497,117.3,5,750000
16528,Renault KWID,Renault,KWID,5,26957,Dealer,Petrol,Manual,25.17,799,53.3,5,365000
15207,Skoda Rapid,Skoda,Rapid,8,40000,Individual,Diesel,Manual,20.5,1598,103.5,5,500000
4307,Maruti Alto,Maruti,Alto,11,40000,Individual,Petrol,Manual,20.92,998,67.1,5,250000
18373,BMW 3,BMW,3,10,41000,Dealer,Diesel,Automatic,16.07,1995,181.0,5,1700000
9870,Hyundai i20,Hyundai,i20,9,45000,Individual,Petrol,Manual,18.5,1197,80.0,5,295000
7875,Hyundai Grand,Hyundai,Grand,7,53000,Dealer,Diesel,Manual,24.0,1120,70.0,5,480000
13335,Maruti Vitara,Maruti,Vitara,5,63000,Individual,Diesel,Manual,24.3,1248,88.5,5,675000
12259,Renault Duster,Renault,Duster,8,66733,Dealer,Diesel,Manual,19.01,1461,108.45,5,409000
13016,Maruti Ertiga,Maruti,Ertiga,4,45000,Dealer,CNG,Manual,26.08,1462,91.19,7,775000
14533,Ford Ecosport,Ford,Ecosport,7,62000,Dealer,Diesel,Manual,22.7,1498,89.84,5,545000
17162,Maruti Alto,Maruti,Alto,10,70000,Individual,Petrol,Manual,20.92,998,67.1,5,165000
9398,Hyundai i20,Hyundai,i20,4,12000,Dealer,Petrol,Manual,18.6,1197,81.83,5,775000
13363,Volkswagen Polo,Volkswagen,Polo,5,74200,Dealer,Diesel,Manual,22.07,1199,73.9,5,387000
13757,Honda Amaze,Honda,Amaze,7,53589,Dealer,Diesel,Manual,25.8,1498,98.6,5,350000
846,Maruti Alto,Maruti,Alto,6,20000,Individual,Petrol,Manual,23.95,998,67.05,5,275000
13536,Maruti Ciaz,Maruti,Ciaz,4,51000,Dealer,Diesel,Manual,26.21,1248,88.5,5,690000
11841,Honda City,Honda,City,6,41000,Dealer,Petrol,Manual,17.0,1497,118.0,5,650000
17806,Toyota Innova,Toyota,Innova,4,65000,Dealer,Diesel,Manual,13.68,2393,147.51,7,1650000
2228,Maruti Wagon R,Maruti,Wagon R,12,23710,Dealer,Petrol,Manual,18.9,998,67.1,5,190000
6664,Tata Tiago,Tata,Tiago,3,41000,Dealer,Petrol,Manual,23.84,1199,84.0,5,520000
10907,Hyundai Grand,Hyundai,Grand,5,58000,Dealer,Diesel,Manual,24.0,1186,73.97,5,360000
4276,Honda Jazz,Honda,Jazz,5,71400,Dealer,Diesel,Manual,27.3,1498,98.6,5,630000
2016,Toyota Innova,Toyota,Innova,5,186000,Dealer,Diesel,Automatic,11.36,2755,171.5,7,1350000
599,Honda Amaze,Honda,Amaze,5,34000,Dealer,Petrol,Manual,18.0,1198,86.7,5,500000
951,Maruti Swift Dzire,Maruti,Swift Dzire,4,100000,Individual,Diesel,Manual,26.59,1248,74.0,5,450000
290,Honda City,Honda,City,3,12000,Individual,Petrol,Automatic,18.0,1497,117.6,5,960000
17534,Honda City,Honda,City,15,89500,Dealer,Petrol,Manual,17.7,1497,78.0,5,249000
5082,Toyota Innova,Toyota,Innova,8,140000,Individual,Diesel,Manual,12.99,2494,100.0,7,850000
2543,Volkswagen Polo,Volkswagen,Polo,5,30000,Dealer,Petrol,Manual,16.2,1199,74.0,5,530000
15674,Hyundai Creta,Hyundai,Creta,3,67806,Dealer,Diesel,Manual,19.67,1582,126.2,5,1295000
795,Ford Ecosport,Ford,Ecosport,6,58000,Dealer,Diesel,Manual,23.0,1498,98.96,5,570000
13913,Renault KWID,Renault,KWID,2,14000,Individual,Petrol,Manual,23.01,999,67.0,5,390000
16362,Maruti Swift,Maruti,Swift,3,40000,Dealer,Diesel,Manual,25.2,1248,74.0,5,725000
9746,Maruti Alto,Maruti,Alto,10,40256,Dealer,Petrol,Manual,19.7,796,46.3,5,138000
15638,Maruti Swift Dzire,Maruti,Swift Dzire,10,89000,Dealer,Diesel,Manual,19.3,1248,73.9,5,360000
441,Maruti Alto,Maruti,Alto,16,5000,Individual,Petrol,Manual,19.7,796,46.3,5,95000
6971,Maruti Swift,Maruti,Swift,8,158000,Individual,Diesel,Manual,22.9,1248,74.0,5,450000
13441,Maruti Eeco,Maruti,Eeco,3,14000,Individual,CNG,Manual,21.94,1196,61.7,5,375000
11599,Mahindra Bolero,Mahindra,Bolero,6,107107,Dealer,Diesel,Manual,15.96,2523,62.1,7,525000
1296,Honda Amaze,Honda,Amaze,5,35118,Dealer,Petrol,Manual,17.8,1198,86.7,5,475000
5636,Maruti Wagon R,Maruti,Wagon R,6,70000,Individual,Petrol,Manual,20.51,998,67.04,5,380000
2913,Maruti Ertiga,Maruti,Ertiga,4,54688,Dealer,CNG,Manual,17.5,1373,80.46,7,785000
589,Maruti Swift,Maruti,Swift,6,30000,Individual,Petrol,Manual,20.4,1197,81.8,5,370000
15673,Maruti Wagon R,Maruti,Wagon R,10,66000,Dealer,Petrol,Manual,18.9,998,67.1,5,245000
16541,Maruti Vitara,Maruti,Vitara,2,15000,Individual,Diesel,Automatic,24.3,1248,88.5,5,942000
5505,Mahindra Bolero,Mahindra,Bolero,6,120000,Individual,Diesel,Manual,15.96,2523,63.0,9,600000
3342,Hyundai i20,Hyundai,i20,3,20000,Dealer,Petrol,Automatic,17.4,1197,81.86,5,795000
1121,Maruti Wagon R,Maruti,Wagon R,14,80000,Dealer,Petrol,Manual,21.79,998,67.05,5,85000
8539,Ford Ecosport,Ford,Ecosport,4,50852,Dealer,Diesel,Manual,23.0,1498,98.96,5,780000
17658,Hyundai i20,Hyundai,i20,1,15000,Individual,Petrol,Manual,20.35,1197,81.86,5,660000
7783,Maruti Alto,Maruti,Alto,9,15000,Individual,Petrol,Manual,20.92,998,67.1,5,200000
17489,Skoda Rapid,Skoda,Rapid,9,57000,Dealer,Petrol,Manual,15.0,1598,103.5,5,295000
18831,Ford Figo,Ford,Figo,8,97358,Dealer,Diesel,Manual,20.0,1399,68.05,5,365000
6491,Maruti Swift Dzire,Maruti,Swift Dzire,8,200000,Individual,Diesel,Manual,23.4,1248,74.0,5,370000
12570,Maruti Ertiga,Maruti,Ertiga,4,2100,Dealer,Petrol,Manual,19.01,1462,103.26,7,725000
6605,Hyundai Grand,Hyundai,Grand,3,38000,Individual,Diesel,Manual,24.0,1186,73.97,5,475000
13336,Honda Jazz,Honda,Jazz,5,66000,Dealer,Petrol,Manual,18.7,1199,88.7,5,510000
2261,Mercedes-Benz GL-Class,Mercedes-Benz,GL-Class,5,32000,Dealer,Diesel,Automatic,17.9,2143,168.0,5,3850000
1077,Maruti Wagon R,Maruti,Wagon R,12,120000,Individual,LPG,Manual,17.3,1061,57.5,5,110000
17199,Volkswagen Vento,Volkswagen,Vento,8,67000,Dealer,Petrol,Manual,15.04,1598,103.6,5,360000
16612,Hyundai i20,Hyundai,i20,4,35000,Dealer,Diesel,Manual,22.54,1396,88.73,5,580000
19397,BMW 5,BMW,5,7,43000,Dealer,Diesel,Automatic,18.12,1995,190.0,5,2325000
6591,Maruti Swift Dzire,Maruti,Swift Dzire,5,80000,Individual,Diesel,Manual,19.3,1248,73.9,5,600000
6091,Hyundai i10,Hyundai,i10,8,60343,Dealer,LPG,Manual,19.0,1086,68.1,5,403000
3687,Ford Figo,Ford,Figo,9,69000,Dealer,Diesel,Manual,20.0,1399,68.0,5,235000
13112,Maruti Swift Dzire,Maruti,Swift Dzire,6,16881,Trustmark Dealer,Petrol,Manual,20.85,1197,83.14,5,525000
12057,Hyundai i20,Hyundai,i20,6,52000,Dealer,Petrol,Manual,18.6,1197,81.83,5,470000
19106,Hyundai i20,Hyundai,i20,10,53541,Dealer,Petrol,Manual,18.5,1197,80.0,5,425000
9181,Ford Ecosport,Ford,Ecosport,7,78409,Dealer,Petrol,Automatic,16.5,1499,110.0,5,560000
11755,Maruti Baleno,Maruti,Baleno,2,10000,Dealer,Petrol,Automatic,21.4,1197,83.1,5,790000
19333,Toyota Innova,Toyota,Innova,9,75000,Dealer,Diesel,Manual,12.99,2494,100.0,7,840000
8829,Mercedes-Benz GL-Class,Mercedes-Benz,GL-Class,6,115000,Dealer,Diesel,Automatic,11.3,2987,254.8,7,3700000
12188,Hyundai Creta,Hyundai,Creta,4,110000,Individual,Diesel,Manual,19.67,1582,126.2,5,1050000
10906,Maruti Alto,Maruti,Alto,4,60000,Individual,Petrol,Manual,24.7,796,47.3,5,250000
4384,Maruti Wagon R,Maruti,Wagon R,9,50000,Individual,Petrol,Manual,18.9,998,67.1,5,250000
18434,Hyundai Verna,Hyundai,Verna,4,50000,Individual,Petrol,Manual,17.01,1591,121.3,5,675000
13632,Hyundai i20,Hyundai,i20,4,34000,Dealer,Diesel,Manual,22.54,1396,88.73,5,680000
17054,Renault Duster,Renault,Duster,8,54000,Dealer,Diesel,Manual,19.64,1461,108.45,5,315000
15220,Hyundai i10,Hyundai,i10,10,82000,Dealer,Petrol,Manual,20.36,1197,78.9,5,375000
9647,Maruti Celerio,Maruti,Celerio,3,72000,Dealer,Petrol,Manual,21.63,998,67.04,5,470000
15858,Maruti Baleno,Maruti,Baleno,4,70000,Individual,Petrol,Manual,21.4,1197,83.1,5,620000
5994,Hyundai Grand,Hyundai,Grand,5,64300,Dealer,Diesel,Manual,24.0,1120,70.0,5,425000
1889,Skoda Rapid,Skoda,Rapid,6,45000,Dealer,Diesel,Manual,20.5,1598,103.5,5,400000
6511,Mercedes-Benz GL-Class,Mercedes-Benz,GL-Class,8,120000,Dealer,Diesel,Automatic,12.0,2987,224.0,7,3575000
10804,Maruti Baleno,Maruti,Baleno,3,20000,Individual,Diesel,Manual,27.39,1248,74.0,5,750000
18902,Maruti Swift Dzire,Maruti,Swift Dzire,12,40000,Individual,Petrol,Manual,17.5,1197,85.8,5,290000
8468,Toyota Innova,Toyota,Innova,4,25000,Individual,Diesel,Manual,13.68,2393,147.8,8,1850000
11517,Hyundai i20,Hyundai,i20,3,25000,Individual,Petrol,Manual,18.6,1197,81.86,5,535000
16026,Ford Ecosport,Ford,Ecosport,7,71425,Dealer,Diesel,Manual,22.7,1498,89.84,5,571000
13214,Honda City,Honda,City,3,40000,Dealer,Diesel,Manual,25.6,1498,97.9,5,940000
13971,Maruti Vitara,Maruti,Vitara,5,45417,Dealer,Diesel,Manual,24.3,1248,88.5,5,750000
474,Ford Ecosport,Ford,Ecosport,2,22346,Dealer,Petrol,Manual,17.0,1497,121.36,5,955000
16396,Maruti Vitara,Maruti,Vitara,3,30000,Individual,Diesel,Manual,24.3,1248,88.5,5,711000
4579,Maruti Ciaz,Maruti,Ciaz,7,73000,Individual,Diesel,Manual,26.21,1248,88.5,5,545000
1820,Hyundai i20,Hyundai,i20,5,40000,Individual,Petrol,Manual,18.6,1197,81.83,5,560000
8467,Renault KWID,Renault,KWID,3,9000,Dealer,Petrol,Automatic,24.04,999,67.0,5,450000
14089,Hyundai Grand,Hyundai,Grand,3,50000,Dealer,Diesel,Manual,24.0,1186,73.97,5,450000
19378,Tata Safari,Tata,Safari,7,151048,Dealer,Diesel,Manual,14.0,2179,138.1,7,775000
15843,Tata Nexon,Tata,Nexon,4,15700,Dealer,Petrol,Manual,17.0,1198,108.5,5,650000
10766,Maruti Alto,Maruti,Alto,3,20000,Individual,Petrol,Manual,23.95,998,67.05,5,310000
19077,Hyundai i20,Hyundai,i20,2,30000,Individual,Petrol,Manual,18.6,1197,81.86,5,590000
7951,Ford Figo,Ford,Figo,4,59819,Dealer,Petrol,Manual,18.16,1196,86.8,5,575000
3590,Maruti Swift Dzire,Maruti,Swift Dzire,6,120000,Individual,Petrol,Manual,19.0,1197,85.8,5,200000
12285,Hyundai Santro,Hyundai,Santro,9,40000,Dealer,Petrol,Manual,17.92,1086,62.1,5,250000
2210,Maruti Ignis,Maruti,Ignis,3,18000,Dealer,Diesel,Manual,26.8,1248,74.0,5,640000
11672,Skoda Rapid,Skoda,Rapid,4,30000,Dealer,Petrol,Manual,15.41,1598,103.2,5,720000
6754,Mahindra KUV,Mahindra,KUV,5,25000,Individual,Petrol,Manual,18.15,1198,82.0,5,400000
5167,Ford Freestyle,Ford,Freestyle,2,13133,Dealer,Diesel,Manual,24.4,1498,98.63,5,880000
18840,Maruti Alto,Maruti,Alto,10,32000,Dealer,Petrol,Manual,20.92,998,67.1,5,200000
2337,Honda City,Honda,City,6,30000,Dealer,Petrol,Manual,17.8,1497,117.3,5,510000
13779,Mahindra Scorpio,Mahindra,Scorpio,7,100000,Dealer,Diesel,Manual,15.4,1997,120.0,7,825000
9547,Maruti Ignis,Maruti,Ignis,3,20000,Individual,Petrol,Manual,20.89,1197,81.8,5,520000
15711,Hyundai i20,Hyundai,i20,6,70000,Individual,Diesel,Manual,22.54,1396,88.73,5,595000
16481,Maruti Alto,Maruti,Alto,5,68000,Dealer,Petrol,Manual,23.95,998,67.05,5,325000
12378,Maruti Ciaz,Maruti,Ciaz,7,49000,Dealer,Petrol,Manual,20.73,1373,91.2,5,626000
4120,Skoda Rapid,Skoda,Rapid,7,59000,Dealer,Diesel,Manual,20.5,1598,103.5,5,475000
2464,Hyundai Elantra,Hyundai,Elantra,4,55000,Dealer,Diesel,Automatic,18.23,1582,126.2,5,1500000
8752,Maruti Alto,Maruti,Alto,1,11000,Individual,Petrol,Manual,22.05,796,47.3,5,350000
2017,Maruti Wagon R,Maruti,Wagon R,7,41123,Dealer,Petrol,Manual,20.51,998,67.04,5,385000
2349,Maruti Ertiga,Maruti,Ertiga,9,67000,Dealer,Diesel,Manual,20.77,1248,88.76,7,625000
445,Maruti Swift Dzire,Maruti,Swift Dzire,4,20000,Individual,Diesel,Manual,28.4,1248,74.02,5,700000
1598,Maruti Swift,Maruti,Swift,3,25000,Individual,Diesel,Manual,28.4,1248,74.0,5,690000
17852,Honda Civic,Honda,Civic,11,110000,Individual,Petrol,Manual,14.8,1799,130.2,5,215000
9882,Hyundai i20,Hyundai,i20,3,20000,Individual,Petrol,Manual,18.6,1197,81.86,5,650000
14741,Mahindra XUV500,Mahindra,XUV500,3,68000,Dealer,Diesel,Manual,16.0,2179,140.0,7,1650000
8486,Renault Duster,Renault,Duster,4,50000,Individual,Diesel,Manual,19.87,1461,83.8,5,800000
7894,Hyundai Verna,Hyundai,Verna,8,100000,Individual,Diesel,Manual,22.32,1582,126.32,5,487000
10296,Renault KWID,Renault,KWID,3,20000,Individual,Petrol,Automatic,24.04,999,67.0,5,330000
8877,Maruti Alto,Maruti,Alto,6,42000,Dealer,Petrol,Manual,23.95,998,67.05,5,285000
15510,Maruti Swift Dzire,Maruti,Swift Dzire,5,68000,Dealer,Diesel,Manual,19.3,1248,73.9,5,465000
17077,Land Rover Rover,Land Rover,Rover,5,104000,Individual,Diesel,Automatic,12.51,2179,187.7,7,2700000
10640,Renault KWID,Renault,KWID,3,12000,Individual,Petrol,Manual,25.17,799,53.3,5,330000
8718,Maruti Swift Dzire,Maruti,Swift Dzire,6,85316,Dealer,Diesel,Manual,23.4,1248,74.0,5,580000
17001,Hyundai Creta,Hyundai,Creta,3,10000,Individual,Petrol,Manual,15.8,1591,121.3,5,995000
8683,Maruti Swift,Maruti,Swift,8,70400,Dealer,Petrol,Manual,22.0,1197,81.8,5,425000
15611,Maruti Wagon R,Maruti,Wagon R,8,20670,Dealer,Petrol,Manual,20.51,998,67.04,5,345000
9712,Hyundai Creta,Hyundai,Creta,5,37895,Dealer,Diesel,Manual,21.38,1396,88.7,5,709000
16220,Renault Duster,Renault,Duster,2,7131,Dealer,Petrol,Automatic,14.99,1498,104.5,5,1099000
8768,Hyundai i20,Hyundai,i20,9,100000,Individual,Diesel,Manual,23.0,1396,90.0,5,450000
19388,Honda City,Honda,City,6,63595,Dealer,Diesel,Manual,26.0,1498,98.6,5,440000
17418,Toyota Yaris,Toyota,Yaris,3,25000,Individual,Petrol,Automatic,17.8,1496,105.5,5,1080000
19354,Toyota Innova,Toyota,Innova,9,121000,Dealer,Diesel,Manual,12.8,2494,102.0,8,750000
13862,Toyota Innova,Toyota,Innova,5,92000,Dealer,Diesel,Manual,13.68,2393,147.8,7,1300000
19021,Mercedes-Benz E-Class,Mercedes-Benz,E-Class,6,57000,Dealer,Diesel,Automatic,13.0,2143,201.1,5,2850000
1572,Maruti Alto,Maruti,Alto,10,39513,Dealer,Petrol,Manual,23.95,998,67.05,5,200000
8729,Tata Hexa,Tata,Hexa,4,60000,Dealer,Diesel,Manual,17.6,2179,153.86,7,1200000
2739,Maruti Wagon R,Maruti,Wagon R,5,30000,Individual,Petrol,Automatic,20.51,998,67.0,5,425000
18784,Toyota Innova,Toyota,Innova,4,54226,Dealer,Diesel,Manual,13.68,2393,147.8,7,1700000
17273,Mahindra Marazzo,Mahindra,Marazzo,3,36000,Dealer,Diesel,Manual,17.3,1497,121.0,7,1085000
18822,Hyundai i20,Hyundai,i20,9,53000,Dealer,Diesel,Manual,21.9,1396,90.0,5,385000
17169,Maruti Swift Dzire,Maruti,Swift Dzire,7,43000,Dealer,Petrol,Manual,20.85,1197,83.14,5,395000
17026,Maruti Swift,Maruti,Swift,2,11320,Individual,Petrol,Manual,21.21,1197,81.8,5,700000
656,Maruti Alto,Maruti,Alto,10,11266,Dealer,Petrol,Manual,20.92,998,67.1,5,235000
19045,Maruti Swift,Maruti,Swift,8,63000,Individual,Petrol,Manual,18.6,1197,85.8,5,428000
5073,Datsun GO,Datsun,GO,2,10000,Individual,Petrol,Manual,19.83,1198,67.0,5,444000
958,Renault KWID,Renault,KWID,4,40000,Individual,Petrol,Manual,23.01,999,67.0,5,260000
6646,Ford Aspire,Ford,Aspire,3,5000,Individual,Petrol,Manual,18.16,1196,86.8,5,680000
1618,Nissan Kicks,Nissan,Kicks,1,15000,Individual,Petrol,Manual,14.23,1330,153.87,5,1000000
5985,Hyundai i10,Hyundai,i10,11,69000,Dealer,Petrol,Manual,20.36,1197,78.9,5,300000
2428,Mercedes-Benz S-Class,Mercedes-Benz,S-Class,5,41000,Dealer,Petrol,Automatic,7.81,5461,362.9,5,11000000
7960,Ford Figo,Ford,Figo,11,135000,Individual,Diesel,Manual,20.0,1399,68.0,5,160000
912,Maruti Alto,Maruti,Alto,7,14971,Trustmark Dealer,Petrol,Manual,22.74,796,47.3,5,230000
17170,Maruti Wagon R,Maruti,Wagon R,5,18307,Dealer,Petrol,Automatic,20.51,998,67.0,5,415000
17865,Volkswagen Polo,Volkswagen,Polo,4,55000,Dealer,Petrol,Manual,16.2,1199,74.0,5,675000
14206,Maruti Swift,Maruti,Swift,2,22000,Dealer,Diesel,Manual,25.2,1248,74.0,5,685000
7441,Maruti Ertiga,Maruti,Ertiga,8,30000,Dealer,Petrol,Manual,16.02,1373,93.7,7,400000
12228,Maruti Swift,Maruti,Swift,7,42000,Dealer,Diesel,Manual,25.2,1248,74.0,5,365000
17161,Hyundai i10,Hyundai,i10,7,57210,Dealer,Petrol,Manual,20.36,1197,78.9,5,298000
11028,Volkswagen Polo,Volkswagen,Polo,10,199000,Dealer,Petrol,Manual,16.47,1198,73.9,5,199000
6098,Maruti Wagon R,Maruti,Wagon R,4,50000,Individual,Petrol,Manual,20.51,998,67.04,5,380000
4253,Honda Jazz,Honda,Jazz,6,19570,Dealer,Petrol,Manual,18.7,1199,88.7,5,560000
4200,Honda City,Honda,City,6,53000,Dealer,Petrol,Manual,17.4,1497,117.3,5,610000
11229,Maruti Alto,Maruti,Alto,7,80000,Individual,Petrol,Manual,22.74,796,47.3,5,210000
15934,Toyota Innova,Toyota,Innova,10,120000,Individual,Diesel,Manual,12.8,2494,102.0,8,450000
8173,Hyundai Verna,Hyundai,Verna,9,67630,Dealer,Diesel,Automatic,19.08,1582,126.32,5,675000
12867,Maruti Swift Dzire,Maruti,Swift Dzire,3,11000,Dealer,Petrol,Automatic,22.0,1197,81.8,5,650000
8238,Maruti Alto,Maruti,Alto,2,6944,Dealer,Petrol,Manual,23.95,998,67.05,5,465000
17048,Mercedes-Benz GL-Class,Mercedes-Benz,GL-Class,3,10000,Dealer,Diesel,Automatic,17.9,2143,170.0,5,4950000
16601,Mahindra KUV100,Mahindra,KUV100,3,40000,Individual,Diesel,Manual,25.32,1198,77.0,5,680000
6175,Hyundai Creta,Hyundai,Creta,4,41275,Dealer,Petrol,Automatic,13.0,1591,121.3,5,1150000
7050,Hyundai i10,Hyundai,i10,9,57001,Dealer,Petrol,Automatic,16.95,1197,78.9,5,404000
12199,Maruti Swift Dzire,Maruti,Swift Dzire,5,64000,Dealer,Petrol,Manual,22.0,1197,81.8,5,450000
14848,Datsun GO,Datsun,GO,3,10177,Dealer,Petrol,Manual,20.62,1198,67.0,7,349000
132,Maruti Wagon R,Maruti,Wagon R,12,98780,Dealer,Petrol,Manual,18.9,998,67.1,5,155000
9123,Ford Ecosport,Ford,Ecosport,3,36000,Dealer,Diesel,Manual,23.0,1498,98.96,5,825000
2302,Hyundai i20,Hyundai,i20,9,90000,Individual,Petrol,Manual,17.0,1197,80.0,5,310000
15947,Hyundai i20,Hyundai,i20,8,30000,Individual,Petrol,Manual,18.5,1197,82.85,5,430000
18589,Hyundai i20,Hyundai,i20,3,25000,Individual,Petrol,Manual,18.6,1197,81.83,5,770000
3042,Maruti Eeco,Maruti,Eeco,10,34304,Dealer,Petrol,Manual,16.11,1196,72.42,5,299000
8669,Maruti Swift,Maruti,Swift,3,40000,Individual,Petrol,Manual,22.0,1197,81.8,5,570000
6152,Hyundai i20,Hyundai,i20,7,64000,Dealer,Diesel,Manual,22.54,1396,88.73,5,540000
8982,Datsun RediGO,Datsun,RediGO,4,21696,Dealer,Petrol,Manual,22.7,799,53.64,5,290000
7445,Hyundai Grand,Hyundai,Grand,4,59656,Trustmark Dealer,Diesel,Manual,24.0,1186,73.97,5,532000
10908,Maruti Alto,Maruti,Alto,3,20000,Individual,Petrol,Manual,24.7,796,47.3,5,310000
2122,Maruti Alto,Maruti,Alto,9,53800,Dealer,CNG,Manual,26.83,796,38.4,5,235000
278,Tata Tiago,Tata,Tiago,4,53000,Individual,Diesel,Manual,27.28,1047,69.0,5,370000
17322,Jaguar XF,Jaguar,XF,6,49000,Dealer,Diesel,Automatic,16.36,2179,187.7,5,2650000
7508,Maruti Swift,Maruti,Swift,3,46000,Individual,Petrol,Automatic,22.0,1197,81.8,5,634000
5603,Tata Safari,Tata,Safari,12,110000,Individual,Diesel,Manual,11.57,2179,138.1,7,300000
18440,Datsun GO,Datsun,GO,6,110000,Individual,Petrol,Manual,19.44,1198,67.0,7,280000
6584,Maruti Swift,Maruti,Swift,6,76400,Dealer,Diesel,Manual,25.2,1248,74.0,5,575000
7311,Maruti Swift Dzire,Maruti,Swift Dzire,4,32000,Dealer,Diesel,Automatic,28.4,1248,74.02,5,785000
1745,Hyundai i10,Hyundai,i10,7,61000,Dealer,Petrol,Manual,19.81,1086,68.05,5,320000
430,Hyundai Grand,Hyundai,Grand,5,34000,Individual,Petrol,Manual,18.9,1197,82.0,5,550000
2778,Maruti Alto,Maruti,Alto,7,62485,Dealer,Petrol,Manual,22.74,796,47.3,5,260000
3960,Hyundai i10,Hyundai,i10,5,15000,Individual,Petrol,Manual,19.81,1086,68.05,5,390000
7275,Maruti Wagon R,Maruti,Wagon R,4,10000,Individual,Petrol,Manual,20.51,998,67.04,5,420000
18742,Maruti Celerio,Maruti,Celerio,5,25000,Individual,Petrol,Automatic,23.1,998,67.04,5,480000
1019,Maruti Wagon R,Maruti,Wagon R,7,50000,Individual,Petrol,Manual,20.51,998,67.04,5,295000
305,Volkswagen Polo,Volkswagen,Polo,10,98000,Dealer,Diesel,Manual,22.07,1199,73.9,5,200000
11270,Maruti Swift Dzire,Maruti,Swift Dzire,2,9900,Individual,Diesel,Manual,28.4,1248,74.02,5,750000
9835,Ford Ecosport,Ford,Ecosport,3,30000,Dealer,Diesel,Manual,23.0,1498,98.96,5,950000
1371,Hyundai Grand,Hyundai,Grand,8,32000,Dealer,Diesel,Manual,24.0,1120,70.0,5,365000
275,Maruti Swift Dzire,Maruti,Swift Dzire,6,40000,Individual,Diesel,Manual,26.59,1248,74.0,5,530000
16702,Tata Nexon,Tata,Nexon,3,31000,Dealer,Diesel,Automatic,21.5,1497,108.5,5,845000
14128,Honda Amaze,Honda,Amaze,6,68000,Dealer,Diesel,Manual,25.8,1498,98.6,5,400000
11046,Maruti Alto,Maruti,Alto,5,68102,Dealer,Petrol,Manual,23.95,998,67.05,5,365000
18819,Land Rover Rover,Land Rover,Rover,6,56000,Dealer,Diesel,Automatic,12.7,2179,187.7,5,3700000
5705,Maruti Swift,Maruti,Swift,5,67000,Dealer,Petrol,Manual,16.1,1197,85.0,5,470000
8270,Maruti Celerio,Maruti,Celerio,4,33000,Dealer,Petrol,Manual,23.1,998,67.04,5,460000
12903,Maruti Wagon R,Maruti,Wagon R,9,72300,Dealer,Petrol,Manual,21.79,998,67.05,5,249000
3077,Honda Amaze,Honda,Amaze,8,80000,Dealer,Diesel,Manual,25.8,1498,98.6,5,421000
18602,Maruti Swift,Maruti,Swift,8,68000,Dealer,Diesel,Manual,17.8,1248,75.0,5,395000
17386,Maruti Ciaz,Maruti,Ciaz,5,110000,Individual,Diesel,Manual,28.09,1248,88.5,5,700000
17023,Hyundai i20,Hyundai,i20,7,70000,Individual,Diesel,Manual,22.54,1396,88.73,5,695000
9657,Maruti Vitara,Maruti,Vitara,4,70000,Individual,Diesel,Manual,24.3,1248,88.5,5,750000
1118,Renault Duster,Renault,Duster,6,56308,Dealer,Diesel,Manual,20.45,1461,83.8,5,440000
1623,Maruti Swift,Maruti,Swift,7,40000,Individual,Petrol,Manual,20.4,1197,81.8,5,320000
2073,Mahindra Scorpio,Mahindra,Scorpio,7,46000,Dealer,Diesel,Manual,15.4,2523,75.0,9,825000
17466,Hyundai Creta,Hyundai,Creta,5,70000,Dealer,Diesel,Manual,20.5,1582,126.2,5,1125000
5517,Maruti Vitara,Maruti,Vitara,2,19000,Dealer,Diesel,Automatic,24.3,1248,88.5,5,1035000
18241,Hyundai Verna,Hyundai,Verna,12,74475,Dealer,Diesel,Manual,16.8,1493,110.0,5,260000
3078,Hyundai i10,Hyundai,i10,10,15000,Individual,Petrol,Manual,20.36,1197,78.9,5,500000
15498,Honda City,Honda,City,12,87000,Dealer,Petrol,Manual,16.9,1497,100.0,5,299000
17625,Toyota Camry,Toyota,Camry,7,100000,Dealer,Petrol,Automatic,12.1,2362,164.7,5,1100000
8629,Hyundai i20,Hyundai,i20,3,21000,Dealer,Petrol,Manual,18.6,1197,81.83,5,770000
1569,Hyundai i20,Hyundai,i20,3,50000,Individual,Petrol,Manual,18.6,1197,81.83,5,660000
8084,Renault KWID,Renault,KWID,3,8977,Dealer,Petrol,Automatic,24.04,999,67.0,5,490000
2268,Maruti Celerio,Maruti,Celerio,5,16000,Dealer,Petrol,Automatic,23.1,998,67.04,5,445000
